Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
9436,despise,despise,3.54,2.03
9435,crushed,crushed,3.54,1.67
9434,chained,chained,3.54,1.95
9433,caught,caught,3.54,1.79
9432,bug,bug,3.54,1.37
9431,haunted,haunted,3.54,1.64
9430,flee,flee,3.54,1.09
9429,taxation,taxation,3.55,1.85
9428,stains,stains,3.55,1.47
9427,dire,dire,3.55,1.99
9426,sorely,sorely,3.56,1.28
9425,shut,shut,3.56,1.03
9424,runaway,runaway,3.56,1.68
9423,protest,protest,3.56,1.46
9422,piss,piss,3.56,1.73
9421,offense,offense,3.56,1.53
9420,mob,mob,3.56,1.86
9419,misidentified,misidentified,3.56,1.4
9418,gloom,gloom,3.56,2.12
9417,fucked,fucked,3.56,2.71
9416,empty,empty,3.56,1.63
9415,denial,denial,3.56,1.64
9414,confusing,confusing,3.56,0.97
9413,confrontation,confrontation,3.56,1.69
9412,afghanistan,afghanistan,3.56,1.79
9411,servants,servants,3.56,1.7
9410,slut,slut,3.57,2.63
9409,darkened,darkened,3.57,1.6
9408,restricted,restricted,3.57,1.51
9407,sirens,sirens,3.58,1.5
9406,shotgun,shotgun,3.58,1.87
9405,punch,punch,3.58,1.8
9404,leaving,leaving,3.58,1.28
9403,gossip,gossip,3.58,1.93
9402,excluded,excluded,3.58,1.54
9401,couldnt,couldnt,3.58,1.13
9400,absence,absence,3.58,1.07
9399,decreased,decreased,3.58,1.4
9398,pistol,pistol,3.59,1.9
9397,acid,acid,3.59,1.55
9396,suspects,suspects,3.6,1.2
9395,shattered,shattered,3.6,1.69
9394,mistaken,mistaken,3.6,1.43
9393,madness,madness,3.6,1.82
9392,indicted,indicted,3.6,1.86
9391,flies,flies,3.6,1.68
9390,falls,falls,3.6,1.9
9389,dust,dust,3.6,1.16
9388,crude,crude,3.6,1.44
9387,bacteria,bacteria,3.61,1.98
9386,tore,tore,3.62,1.65
9385,risk,risk,3.62,1.64
9384,limitations,limitations,3.62,1.35
9383,incompletely,incompletely,3.62,1.68
9382,hussein,hussein,3.62,1.87
9381,haunt,haunt,3.62,1.64
9380,doesn't,doesn't,3.62,1.1
9379,brat,brat,3.62,1.75
9378,begging,begging,3.62,1.95
9377,baghdad,baghdad,3.62,1.9
9376,awkward,awkward,3.62,1.4
9375,fooled,fooled,3.63,1.8
9374,uncertainty,uncertainty,3.64,1.05
9373,swine,swine,3.64,1.84
9372,shocked,shocked,3.64,1.32
9371,nothin,nothin,3.64,1.65
9370,nobody,nobody,3.64,1.24
9369,miss,miss,3.64,1.63
9368,ghost,ghost,3.64,2.08
9367,delete,delete,3.64,1.48
9366,darkest,darkest,3.64,2.12
9365,cuts,cuts,3.64,1.4
9364,bore,bore,3.64,1.59
9363,blocked,blocked,3.64,1.45
9362,bill,bill,3.64,1.77
9361,lesions,lesions,3.65,1.9
9360,snakes,snakes,3.65,2.09
9359,disappear,disappear,3.65,1.63
9358,complications,complications,3.65,1.82
9357,anti,anti,3.65,1.52
9356,stuck,stuck,3.66,1.12
9355,sorry,sorry,3.66,1.76
9354,snitch,snitch,3.66,1.65
9353,pressure,pressure,3.66,1.55
9352,patients,patients,3.66,1.41
9351,outdated,outdated,3.66,1.17
9350,messy,messy,3.66,1.19
9349,low,low,3.66,1.12
9348,down,down,3.66,1.56
9347,deadline,deadline,3.66,1.15
9346,closed,closed,3.66,1.6
9345,plead,plead,3.67,1.41
9344,wrath,wrath,3.68,1.97
9343,waiting,waiting,3.68,1.24
9342,sucker,sucker,3.68,1.95
9341,rival,rival,3.68,1.5
9340,missed,missed,3.68,1.24
9339,mean,mean,3.68,1.92
9338,kicking,kicking,3.68,1.62
9337,hitting,hitting,3.68,1.74
9336,fees,fees,3.68,1.5
9335,disagree,disagree,3.68,1.25
9334,controversy,controversy,3.68,1.74
9333,hustler,hustler,3.69,1.76
9332,abnormal,abnormal,3.69,1.67
9331,won't,won't,3.7,1.11
9330,wasnt,wasnt,3.7,1.05
9329,sentenced,sentenced,3.7,1.66
9328,remove,remove,3.7,1.2
9327,locked,locked,3.7,1.27
9326,goodbye,goodbye,3.7,1.83
9325,dont,dont,3.7,1.07
9324,don't,don't,3.7,1.09
9323,dirt,dirt,3.7,1.53
9322,demanding,demanding,3.7,1.62
9321,crooked,crooked,3.7,1.61
9320,con,con,3.7,1.15
9319,foolish,foolish,3.7,1.69
9318,revenge,revenge,3.71,2.34
9317,lacking,lacking,3.71,1.63
9316,crowded,crowded,3.71,2.05
9315,withdrawal,withdrawal,3.72,1.84
9314,removed,removed,3.72,1.39
9313,operation,operation,3.72,1.6
9312,oops,oops,3.72,1.49
9311,kick,kick,3.72,1.55
9310,gross,gross,3.72,1.49
9309,fewer,fewer,3.72,1.13
9308,crack,crack,3.72,1.44
9307,strain,strain,3.73,1.81
9306,tearing,tearing,3.73,1.38
9305,stranded,stranded,3.73,1.89
9304,pimp,pimp,3.73,2.16
9303,sucka,sucka,3.74,1.77
9302,wait,wait,3.74,1.21
9301,stomp,stomp,3.74,1.47
9300,shove,shove,3.74,1.74
9299,reckless,reckless,3.74,1.91
9298,obsession,obsession,3.74,1.12
9297,noise,noise,3.74,1.31
9296,last,last,3.74,1.26
9295,denying,denying,3.74,1.47
9294,critic's,critic's,3.74,1.47
9293,boo,boo,3.74,1.76
9292,bailout,bailout,3.74,1.68
9291,void,void,3.76,1.42
9290,hangs,hangs,3.76,1.68
9289,gutter,gutter,3.76,1.71
9288,yell,yell,3.76,1.72
9287,symptoms,symptoms,3.76,1.39
9286,resigned,resigned,3.76,1.59
9285,nothings,nothings,3.76,1.77
9284,unnecessary,unnecessary,3.78,1.56
9283,bothered,bothered,3.78,1.53
9282,wouldn't,wouldn't,3.78,1.15
9281,slow,slow,3.78,1.11
9280,rusty,rusty,3.78,1.46
9279,risks,risks,3.78,1.76
9278,predeceased,predeceased,3.78,1.62
9277,exams,exams,3.78,1.66
9276,ends,ends,3.78,1.49
9275,court,court,3.78,1.8
9274,bugs,bugs,3.78,1.52
9273,battles,battles,3.78,2
9272,sink,sink,3.79,1.6
9271,thorns,thorns,3.79,1.68
9270,thirsty,thirsty,3.79,1.46
9269,chronic,chronic,3.79,1.92
9268,witch,witch,3.8,2.09
9267,protesters,protesters,3.8,1.69
9266,pale,pale,3.8,1.09
9265,ow,ow,3.8,1.37
9264,interment,interment,3.8,1.83
9263,fist,fist,3.8,1.25
9262,fire,fire,3.8,1.58
9261,critics,critics,3.8,1.68
9260,costs,costs,3.8,1.44
9259,aggressive,aggressive,3.8,1.58
9258,fades,fades,3.81,1.08
9257,vain,vain,3.82,1.79
9256,erased,erased,3.82,1.51
9255,thirst,thirst,3.82,1.72
9254,sos,sos,3.82,1.73
9253,slip,slip,3.82,1.29
9252,oppose,oppose,3.82,1.44
9251,loans,loans,3.82,1.27
9250,junk,junk,3.82,1.34
9249,haven't,haven't,3.82,1.26
9248,hardest,hardest,3.82,1.62
9247,hanging,hanging,3.82,1.72
9246,gang,gang,3.82,2.18
9245,forgetting,forgetting,3.82,1.41
9244,eliminate,eliminate,3.82,1.75
9243,darkness,darkness,3.82,1.87
9242,dark,dark,3.82,1.41
9241,creep,creep,3.82,1.61
9240,blood,blood,3.82,1.79
9239,baddest,baddest,3.82,2.02
9238,fragile,fragile,3.83,1.33
9237,hatin,hatin,3.84,1.55
9236,ghosts,ghosts,3.84,1.98
9235,snatch,snatch,3.84,1.63
9234,shouldn't,shouldn't,3.84,0.82
9233,rent,rent,3.84,1.48
9232,pleaded,pleaded,3.84,1.38
9231,offline,offline,3.84,1.08
9230,none,none,3.84,1.49
9229,messed,messed,3.84,1.31
9228,lawyer,lawyer,3.84,1.42
9227,gripe,gripe,3.84,1.87
9226,excuses,excuses,3.84,1.52
9225,ended,ended,3.84,1.45
9224,armed,armed,3.84,1.86
9223,allegations,allegations,3.84,1.45
9222,shiver,shiver,3.85,1.49
9221,mold,mold,3.85,1.8
9220,slipped,slipped,3.86,1.58
9219,wouldnt,wouldnt,3.86,1.11
9218,voodoo,voodoo,3.86,2.04
9217,tremble,tremble,3.86,1.73
9216,subjected,subjected,3.86,1.4
9215,stopped,stopped,3.86,1.23
9214,sanctions,sanctions,3.86,1.78
9213,not,not,3.86,1.29
9212,hang,hang,3.86,1.32
9211,fuckin,fuckin,3.86,2.74
9210,farewell,farewell,3.86,2.13
9209,ass,ass,3.86,1.86
9208,fiends,fiends,3.88,1.92
9207,uncertain,uncertain,3.88,1.15
9206,restless,restless,3.88,1.7
9205,rags,rags,3.88,1.54
9204,goddamn,goddamn,3.88,2.18
9203,artillery,artillery,3.88,1.54
9202,shout,shout,3.88,1.38
9201,nooo,nooo,3.88,1.38
9200,mortgage,mortgage,3.88,1.94
9199,drunk,drunk,3.88,2.25
9198,dropped,dropped,3.88,1
9197,begged,begged,3.9,1.67
9196,bald,bald,3.9,1.93
9195,stop,stop,3.9,1.34
9194,slipping,slipping,3.9,1.45
9193,quit,quit,3.9,1.46
9192,opponent,opponent,3.9,1.54
9191,nothing,nothing,3.9,1.28
9190,neediest,neediest,3.9,1.57
9189,misses,misses,3.9,1.37
9188,killas,killas,3.9,1.84
9187,issues,issues,3.9,1.37
9186,iraq,iraq,3.9,1.66
9185,impose,impose,3.9,1.13
9184,doesnt,doesnt,3.9,1.39
9183,dim,dim,3.9,1.34
9182,defendant,defendant,3.9,1.63
9181,artificial,artificial,3.9,1.57
9180,alarm,alarm,3.9,1.66
9179,absent,absent,3.9,1.27
9178,dusty,dusty,3.92,1.7
9177,jaded,jaded,3.92,1.66
9176,ughh,ughh,3.92,1.31
9175,stained,stained,3.92,1.83
9174,omitted,omitted,3.92,1.21
9173,nixon,nixon,3.92,1.74
9172,homework,homework,3.92,1.82
9171,honky,honky,3.94,2.06
9170,executed,executed,3.94,2.2
9169,dizzy,dizzy,3.94,1.72
9168,strapped,strapped,3.94,1.54
9167,slumdog,slumdog,3.94,1.78
9166,reluctant,reluctant,3.94,1.38
9165,pakistan,pakistan,3.94,1.15
9164,mess,mess,3.94,1.57
9163,erroneously,erroneously,3.94,1.52
9162,darker,darker,3.94,1.9
9161,charges,charges,3.94,1.53
9160,skull,skull,3.96,1.63
9159,killa,killa,3.96,1.9
9158,unclear,unclear,3.96,1.43
9157,trial,trial,3.96,1.69
9156,tough,tough,3.96,1.41
9155,strike,strike,3.96,1.35
9154,slugs,slugs,3.96,1.64
9153,minus,minus,3.96,1.5
9152,loose,loose,3.96,1.65
9151,iraqi,iraqi,3.96,1.4
9150,fists,fists,3.96,1.65
9149,expense,expense,3.96,1.24
9148,dagger,dagger,3.96,1.32
9147,closing,closing,3.96,1.09
9146,bye,bye,3.96,1.5
9145,bang,bang,3.96,1.48
9144,argh,argh,3.96,1.43
9143,slam,slam,3.98,1.64
9142,cracked,cracked,3.98,1.93
9141,ruins,ruins,3.98,1.76
9140,terminal,terminal,3.98,2.04
9139,punks,punks,3.98,1.97
9138,old,old,3.98,1.76
9137,isnt,isnt,3.98,1.27
9136,humidity,humidity,3.98,1.7
9135,hardly,hardly,3.98,1.25
9134,fled,fled,3.98,1.17
9133,diagnosis,diagnosis,3.98,1.89
9132,demands,demands,3.98,1.32
9131,breaking,breaking,3.98,1.49
9130,bite,bite,3.98,1.72
9129,avoided,avoided,3.98,1.52
9128,accidentally,accidentally,3.98,1.24
9127,zombies,zombies,4,2.37
9126,twit,twit,4,1.76
9125,roughly,roughly,4,1.21
9124,rip,rip,4,1.55
9123,ridiculous,ridiculous,4,1.8
9122,racial,racial,4,1.73
9121,limits,limits,4,1.2
9120,least,least,4,1.07
9119,force,force,4,1.69
9118,downs,downs,4,1.71
9117,didnt,didnt,4,1.25
9116,didn't,didn't,4,1.29
9115,defensive,defensive,4,1.53
9114,creeping,creeping,4,1.46
9113,cracks,cracks,4,1.36
9112,ceased,ceased,4,1.44
9111,bum,bum,4,1.73
9110,arafat,arafat,4,1.55
9109,alleged,alleged,4,1.75
9108,ain't,ain't,4,1.28
9107,weren't,weren't,4.02,1.15
9106,strikes,strikes,4.02,1.36
9105,strife,strife,4.02,1.83
9104,off,off,4.02,1.3
9103,investigation,investigation,4.02,1.48
9102,incident,incident,4.02,1.39
9101,imprecisely,imprecisely,4.02,1.5
9100,hasn't,hasn't,4.02,1.19
9099,goodbyes,goodbyes,4.02,1.9
9098,ending,ending,4.02,1.42
9097,dropping,dropping,4.02,1.1
9096,consequences,consequences,4.02,1.32
9095,block,block,4.02,1.42
9094,aint,aint,4.02,1.44
9093,affair,affair,4.02,1.83
9092,distant,distant,4.02,1.53
9091,rust,rust,4.02,1.63
9090,worm,worm,4.04,1.67
9089,welt,welt,4.04,1.63
9088,unlike,unlike,4.04,1.41
9087,unknown,unknown,4.04,1.51
9086,spittin,spittin,4.04,2.01
9085,shootin,shootin,4.04,2.19
9084,reduction,reduction,4.04,1.29
9083,imposed,imposed,4.04,1.18
9082,hunter,hunter,4.04,1.76
9081,hospice,hospice,4.04,1.84
9080,hollow,hollow,4.04,1.44
9079,fall,fall,4.04,1.97
9078,dominated,dominated,4.04,1.52
9077,discharge,discharge,4.04,1.78
9076,concern,concern,4.04,1.62
9075,colder,colder,4.04,1.96
9074,chemicals,chemicals,4.04,1.68
9073,needles,needles,4.04,1.99
9072,fade,fade,4.04,1.31
9071,collide,collide,4.04,1.71
9070,unfollow,unfollow,4.06,1.06
9069,toll,toll,4.06,1.1
9068,test,test,4.06,1.41
9067,sour,sour,4.06,1.5
9066,prosecutor,prosecutor,4.06,1.66
9065,mondays,mondays,4.06,1.78
9064,kurupt,kurupt,4.06,1.53
9063,haiti,haiti,4.06,2.21
9062,flushing,flushing,4.06,1.49
9061,concerns,concerns,4.06,1.56
9060,blinding,blinding,4.06,1.67
9059,fading,fading,4.06,1.26
9058,cardiac,cardiac,4.06,1.72
9057,wont,wont,4.08,1.05
9056,temper,temper,4.08,1.79
9055,surrender,surrender,4.08,1.68
9054,stopping,stopping,4.08,1.4
9053,plea,plea,4.08,1.23
9052,knife,knife,4.08,1.4
9051,hung,hung,4.08,1.63
9050,freeze,freeze,4.08,1.86
9049,fallin,fallin,4.08,1.65
9048,cutting,cutting,4.08,1.4
9047,crumble,crumble,4.08,1.72
9046,conservatives,conservatives,4.08,2
9045,weary,weary,4.08,1.62
9044,servant,servant,4.08,1.37
9043,rumors,rumors,4.08,1.95
9042,ego,ego,4.08,1.55
9041,wack,wack,4.1,1.11
9040,takeover,takeover,4.1,1.63
9039,sacrifice,sacrifice,4.1,2.13
9038,rid,rid,4.1,1.42
9037,pushed,pushed,4.1,1.47
9036,pills,pills,4.1,1.61
9035,numb,numb,4.1,1.63
9034,less,less,4.1,1.25
9033,laundry,laundry,4.1,1.66
9032,hunting,hunting,4.1,2.01
9031,heavy,heavy,4.1,1.42
9030,hard,hard,4.1,1.39
9029,freaking,freaking,4.1,1.84
9028,erase,erase,4.1,1.47
9027,enforcement,enforcement,4.1,1.42
9026,demanded,demanded,4.1,1.57
9025,cost,cost,4.1,1.4
9024,conviction,conviction,4.1,1.94
9023,murda,murda,4.1,1.69
9022,liability,liability,4.1,1.69
9021,lesser,lesser,4.1,1.29
9020,abyss,abyss,4.1,1.71
9019,blunts,blunts,4.11,1.26
9018,twisted,twisted,4.12,1.67
9017,taxpayers,taxpayers,4.12,1.52
9016,shallow,shallow,4.12,1.57
9015,rush,rush,4.12,1.36
9014,reductions,reductions,4.12,1.7
9013,political,political,4.12,1.52
9012,nope,nope,4.12,1.38
9011,nonsense,nonsense,4.12,1.6
9010,negro,negro,4.12,1.66
9009,hittin,hittin,4.12,1.69
9008,fuss,fuss,4.12,1.78
9007,bother,bother,4.12,1.62
9006,attorney,attorney,4.12,1.3
9005,aren't,aren't,4.12,1.29
9004,5am,5am,4.12,1.9
9003,renal,renal,4.12,1.32
9002,messing,messing,4.12,1.63
9001,drain,drain,4.12,1.28
9000,decrease,decrease,4.12,1.55
8999,strict,strict,4.13,1.76
8998,ripped,ripped,4.13,1.8
8997,shark,shark,4.14,1.92
8996,pushing,pushing,4.14,1.32
8995,pirates,pirates,4.14,2.12
8994,pee,pee,4.14,1.53
8993,minimum,minimum,4.14,1.28
8992,havent,havent,4.14,1.36
8991,fuck,fuck,4.14,2.58
8990,drag,drag,4.14,1.43
8989,demand,demand,4.14,1.41
8988,crowd,crowd,4.14,1.54
8987,vice,vice,4.16,1.69
8986,sweat,sweat,4.16,1.39
8985,sucking,sucking,4.16,1.73
8984,strangers,strangers,4.16,1.75
8983,stranger,stranger,4.16,0.96
8982,sigh,sigh,4.16,1.82
8981,palin,palin,4.16,2.15
8980,nowhere,nowhere,4.16,1.27
8979,heat,heat,4.16,1.82
8978,gambling,gambling,4.16,1.99
8977,froze,froze,4.16,1.42
8976,clinic,clinic,4.16,1.65
8975,chop,chop,4.16,1.45
8974,bash,bash,4.16,1.94
8973,astray,astray,4.16,1.43
8972,blades,blades,4.16,1.68
8971,acute,acute,4.16,1.77
8970,uptight,uptight,4.17,1.93
8969,implications,implications,4.17,1.24
8968,warcraft,warcraft,4.18,1.71
8967,unpublished,unpublished,4.18,1.3
8966,smells,smells,4.18,1.59
8965,reduce,reduce,4.18,1.26
8964,prey,prey,4.18,2
8963,porn,porn,4.18,2.43
8962,grr,grr,4.18,1.64
8961,forces,forces,4.18,1.59
8960,explode,explode,4.18,1.98
8959,exam,exam,4.18,1.56
8958,ex,ex,4.18,1.3
8957,dis,dis,4.18,1.35
8956,chemical,chemical,4.18,1.4
8955,capture,capture,4.18,1.7
8954,boss,boss,4.18,1.59
8953,arsenal,arsenal,4.18,1.84
8952,objection,objection,4.18,1.47
8951,underlying,underlying,4.19,1.31
8950,whips,whips,4.2,1.91
8949,weird,weird,4.2,1.36
8948,verdict,verdict,4.2,1.65
8947,uh,uh,4.2,1.39
8946,screw,screw,4.2,1.85
8945,prosecutors,prosecutors,4.2,1.59
8944,pow,pow,4.2,1.36
8943,politically,politically,4.2,1.37
8942,periods,periods,4.2,1.65
8941,mccain,mccain,4.2,1.78
8940,lone,lone,4.2,1.56
8939,levy,levy,4.2,1.39
8938,legislators,legislators,4.2,1.88
8937,grrr,grrr,4.2,1.47
8936,exposed,exposed,4.2,1.44
8935,expenditure,expenditure,4.2,1.59
8934,dnt,dnt,4.2,1.34
8933,default,default,4.2,1.47
8932,darn,darn,4.2,1.51
8931,blah,blah,4.2,1.63
8930,beat,beat,4.2,1.98
8929,waar,waar,4.21,1.29
8928,wtf,wtf,4.22,1.78
8927,waitin,waitin,4.22,1.34
8926,veto,veto,4.22,1.4
8925,scratch,scratch,4.22,1.37
8924,republicans,republicans,4.22,1.97
8923,python,python,4.22,1.8
8922,mutha,mutha,4.22,1.53
8921,loan,loan,4.22,1.4
8920,limited,limited,4.22,1.17
8919,limit,limit,4.22,1.31
8918,labor,labor,4.22,1.62
8917,iranian,iranian,4.22,1.15
8916,grind,grind,4.22,1.37
8915,due,due,4.22,1.5
8914,concerned,concerned,4.22,1.66
8913,cold,cold,4.22,1.78
8912,calories,calories,4.22,1.68
8911,bush's,bush's,4.22,1.52
8910,breakin,breakin,4.22,1.47
8909,blast,blast,4.22,2.12
8908,beware,beware,4.22,1.67
8907,backwards,backwards,4.22,1.37
8906,away,away,4.22,1.27
8905,freaks,freaks,4.22,2
8904,dues,dues,4.22,1.36
8903,worn,worn,4.23,1.1
8902,unless,unless,4.24,1
8901,swear,swear,4.24,1.62
8900,stray,stray,4.24,1.82
8899,stern,stern,4.24,1.36
8898,spy,spy,4.24,1.77
8897,smash,smash,4.24,1.57
8896,shoulda,shoulda,4.24,1.17
8895,sag,sag,4.24,1.32
8894,rebels,rebels,4.24,1.51
8893,raw,raw,4.24,1.29
8892,questioned,questioned,4.24,1.27
8891,psychiatric,psychiatric,4.24,1.33
8890,protests,protests,4.24,1.64
8889,pounding,pounding,4.24,2.03
8888,orders,orders,4.24,1.48
8887,minority,minority,4.24,1.55
8886,lower,lower,4.24,1.08
8885,kanye,kanye,4.24,1.69
8884,courts,courts,4.24,1.46
8883,but,but,4.24,1.15
8882,barely,barely,4.24,1.57
8881,bah,bah,4.24,1.19
8880,4am,4am,4.24,1.55
8879,contrary,contrary,4.24,1.52
8878,concerning,concerning,4.24,1.69
8877,storm,storm,4.26,2.01
8876,split,split,4.26,1.5
8875,sht,sht,4.26,1.23
8874,owing,owing,4.26,1.95
8873,outlaw,outlaw,4.26,1.7
8872,non,non,4.26,1.27
8871,lawyers,lawyers,4.26,1.87
8870,intervention,intervention,4.26,1.48
8869,fires,fires,4.26,1.74
8868,fck,fck,4.26,1.78
8867,defendants,defendants,4.26,1.48
8866,blows,blows,4.26,1.76
8865,warn,warn,4.27,1.72
8864,moan,moan,4.27,2.23
8863,wasn't,wasn't,4.28,1.14
8862,tests,tests,4.28,1.68
8861,taken,taken,4.28,1.47
8860,swore,swore,4.28,1.58
8859,spider,spider,4.28,2
8858,rules,rules,4.28,1.23
8857,pimpin,pimpin,4.28,2.16
8856,petroleum,petroleum,4.28,1.63
8855,nor,nor,4.28,1.2
8854,jury,jury,4.28,1.34
8853,il,il,4.28,1.28
8852,idk,idk,4.28,1.7
8851,guerrillas,guerrillas,4.28,2
8850,fooling,fooling,4.28,1.51
8849,bieber,bieber,4.28,1.01
8848,aids,aids,4.28,2.35
8847,aged,aged,4.28,1.85
8846,rebellion,rebellion,4.29,1.68
8845,mortal,mortal,4.29,2.03
8844,leavin,leavin,4.29,1.44
8843,divide,divide,4.29,1.46
8842,chased,chased,4.29,1.63
8841,slippin,slippin,4.29,1.71
8840,rowdy,rowdy,4.29,2.04
8839,tick,tick,4.3,1.71
8838,sue,sue,4.3,2.16
8837,sudden,sudden,4.3,1.31
8836,so-called,so-called,4.3,1.27
8835,sneak,sneak,4.3,1.54
8834,pit,pit,4.3,1.02
8833,naw,naw,4.3,1.17
8832,muslims,muslims,4.3,1.39
8831,monday,monday,4.3,1.89
8830,legislation,legislation,4.3,1.56
8829,iran,iran,4.3,1.63
8828,ich,ich,4.3,1.58
8827,hadn't,hadn't,4.3,1.22
8826,guards,guards,4.3,1.72
8825,gore,gore,4.3,1.87
8824,formerly,formerly,4.3,1.25
8823,drop,drop,4.3,1.2
8822,brokerage,brokerage,4.3,1.83
8821,affected,affected,4.3,1.39
8820,smack,smack,4.31,2
8819,din,din,4.31,1.33
8818,shaking,shaking,4.31,1.75
8817,blunt,blunt,4.31,1.52
8816,bias,bias,4.31,1.73
8815,yikes,yikes,4.32,1.63
8814,waited,waited,4.32,1.61
8813,tripping,tripping,4.32,1.87
8812,surgical,surgical,4.32,2.04
8811,slowly,slowly,4.32,1.43
8810,separate,separate,4.32,1.56
8809,scattered,scattered,4.32,1.35
8808,reduced,reduced,4.32,1.58
8807,hunt,hunt,4.32,1.98
8806,howling,howling,4.32,1.83
8805,gop,gop,4.32,1.22
8804,fbi,fbi,4.32,1.41
8803,eff,eff,4.32,1.57
8802,communist,communist,4.32,1.74
8801,cease,cease,4.32,1.38
8800,hesitate,hesitate,4.33,1.25
8799,vampire,vampire,4.34,2.12
8798,shook,shook,4.34,1.42
8797,ripping,ripping,4.34,1.61
8796,replaced,replaced,4.34,1.49
8795,loud,loud,4.34,1.88
8794,icy,icy,4.34,1.85
8793,hurry,hurry,4.34,1.52
8792,ho,ho,4.34,1.93
8791,hiding,hiding,4.34,1.29
8790,faded,faded,4.34,1.32
8789,droppin,droppin,4.34,1.36
8788,ditch,ditch,4.34,1.55
8787,congress,congress,4.34,1.76
8786,burst,burst,4.34,2
8785,blown,blown,4.34,1.39
8784,arent,arent,4.34,1.14
8783,adios,adios,4.34,1.72
8782,storms,storms,4.34,1.98
8781,strictly,strictly,4.35,1.76
8780,burnin,burnin,4.35,1.73
8779,tease,tease,4.36,2.09
8778,strange,strange,4.36,1.75
8777,sharply,sharply,4.36,1.64
8776,reducing,reducing,4.36,1.48
8775,pulling,pulling,4.36,1.4
8774,operations,operations,4.36,1.77
8773,needle,needle,4.36,1.83
8772,morn,morn,4.36,1.63
8771,juvenile,juvenile,4.36,1.88
8770,irregular,irregular,4.36,1.52
8769,hide,hide,4.36,1.41
8768,grease,grease,4.36,1.34
8767,end,end,4.36,1.74
8766,duh,duh,4.36,1.24
8765,division,division,4.36,1.29
8764,divided,divided,4.36,1.27
8763,dang,dang,4.36,1.43
8762,custody,custody,4.36,1.7
8761,consequence,consequence,4.36,1.32
8760,billings,billings,4.36,1.37
8759,shack,shack,4.36,1.41
8758,querer,querer,4.37,1.47
8757,naive,naive,4.37,1.9
8756,acids,acids,4.38,1.95
8755,tangled,tangled,4.38,1.6
8754,slips,slips,4.38,1.47
8753,resistance,resistance,4.38,1.63
8752,rebel,rebel,4.38,1.6
8751,rarely,rarely,4.38,1.37
8750,prices,prices,4.38,1.6
8749,plaintiff,plaintiff,4.38,1.4
8748,mortality,mortality,4.38,2.55
8747,frozen,frozen,4.38,1.54
8746,far,far,4.38,1.82
8745,effing,effing,4.38,1.4
8744,economy,economy,4.38,1.66
8743,competitors,competitors,4.38,1.56
8742,chills,chills,4.38,1.76
8741,authorities,authorities,4.38,1.16
8740,3am,3am,4.38,1.23
8739,dich,dich,4.4,1.11
8738,wouldn,wouldn,4.4,1.44
8737,tied,tied,4.4,1.36
8736,shyt,shyt,4.4,1.43
8735,opposite,opposite,4.4,1.41
8734,nicht,nicht,4.4,1.2
8733,muero,muero,4.4,1.41
8732,morir,morir,4.4,1.41
8731,lobbying,lobbying,4.4,1.59
8730,hearings,hearings,4.4,1.65
8729,glock,glock,4.4,1.84
8728,fuk,fuk,4.4,1.77
8727,detroit,detroit,4.4,1.36
8726,desert,desert,4.4,1.83
8725,cus,cus,4.4,1.4
8724,controlled,controlled,4.4,1.76
8723,brokers,brokers,4.4,1.29
8722,beats,beats,4.4,1.93
8721,regime,regime,4.42,1.8
8720,vietnam,vietnam,4.42,1.98
8719,treatment,treatment,4.42,1.54
8718,stumble,stumble,4.42,1.58
8717,serious,serious,4.42,1.46
8716,sem,sem,4.42,1.23
8715,republican,republican,4.42,1.92
8714,remains,remains,4.42,1.44
8713,regulations,regulations,4.42,1.29
8712,recalled,recalled,4.42,1.72
8711,notwithstanding,notwithstanding,4.42,1.44
8710,niet,niet,4.42,1.39
8709,nada,nada,4.42,1.13
8708,na,na,4.42,0.93
8707,knocked,knocked,4.42,1.11
8706,hides,hides,4.42,1.11
8705,emotional,emotional,4.42,1.76
8704,dum,dum,4.42,1.53
8703,controlling,controlling,4.42,2.05
8702,constraints,constraints,4.42,1.59
8701,commercials,commercials,4.42,1.87
8700,breaks,breaks,4.42,1.83
8699,boa,boa,4.42,1.76
8698,below,below,4.42,1.21
8697,behind,behind,4.42,1.21
8696,#NAME?,#NAME?,4.42,1.13
8695,removal,removal,4.43,1.47
8694,longing,longing,4.43,1.7
8693,glocks,glocks,4.44,1.57
8692,weed,weed,4.44,2.1
8691,wat,wat,4.44,1.31
8690,unusual,unusual,4.44,1.49
8689,triste,triste,4.44,1.59
8688,tank,tank,4.44,1.61
8687,require,require,4.44,1.31
8686,rag,rag,4.44,1.26
8685,push,push,4.44,1.47
8684,liable,liable,4.44,1.74
8683,haze,haze,4.44,1.55
8682,harder,harder,4.44,1.47
8681,gaza,gaza,4.44,1.39
8680,gay,gay,4.44,2.18
8679,ew,ew,4.44,1.11
8678,errands,errands,4.44,1.54
8677,court's,court's,4.44,1.33
8676,correction,correction,4.44,1.31
8675,cop,cop,4.44,1.69
8674,busta,busta,4.44,1.39
8673,bottom,bottom,4.44,1.33
8672,blank,blank,4.44,0.84
8671,bail,bail,4.44,1.72
8670,auch,auch,4.44,1.15
8669,infantry,infantry,4.45,2.08
8668,compelled,compelled,4.45,1.28
8667,tricky,tricky,4.46,1.58
